date,store_id,temperature_high_c,temperature_low_c,precipitation_mm,day_of_week,is_holiday,school_holidays,local_events,competitor_promotion
2023-01-10,S003,6,-7,8.6,Tuesday,False,False,False,True
2023-01-10,S004,6,-7,8.6,Tuesday,False,False,False,False
2023-01-10,S005,6,-7,8.6,Tuesday,False,False,False,False
2023-01-10,S006,6,-7,8.6,Tuesday,False,False,False,False
2023-01-11,S001,8,-5,1.0,Wednesday,False,False,False,False
2023-01-11,S002,8,-5,1.0,Wednesday,False,False,False,False
2023-01-11,S003,8,-5,1.0,Wednesday,False,False,False,False
2023-01-11,S004,8,-5,1.0,Wednesday,False,False,False,False
2023-01-11,S005,8,-5,1.0,Wednesday,False,False,False,False
2023-01-11,S006,8,-5,1.0,Wednesday,False,False,False,False
2023-01-12,S001,2,2,0.0,Thursday,False,False,False,False
2023-01-12,S002,2,2,0.0,Thursday,False,False,False,False
2023-01-12,S003,2,2,0.0,Thursday,False,False,False,True
2023-01-12,S004,2,2,0.0,Thursday,False,False,False,False
2023-01-12,S005,2,2,0.0,Thursday,False,False,False,False
2023-01-12,S006,2,2,0.0,Thursday,False,False,False,False
2023-01-13,S001,0,1,0.0,Friday,False,False,False,False
2023-01-13,S002,0,1,0.0,Friday,False,False,False,False
2023-01-13,S003,0,1,0.0,Friday,False,False,False,False
2023-01-13,S004,0,1,0.0,Friday,False,False,False,False
2023-01-13,S005,0,1,0.0,Friday,False,False,False,False
2023-01-13,S006,0,1,0.0,Friday,False,False,False,False
2023-01-14,S001,3,-1,0.0,Saturday,False,False,False,False
2023-01-14,S002,3,-1,0.0,Saturday,False,False,False,False
2023-01-14,S003,3,-1,0.0,Saturday,False,False,False,False
2023-01-14,S004,3,-1,0.0,Saturday,False,False,False,False
2023-01-14,S005,3,-1,0.0,Saturday,False,False,False,False
2023-01-14,S006,3,-1,0.0,Saturday,False,False,False,False
2023-01-15,S001,2,0,0.0,Sunday,False,False,False,False
2023-01-15,S002,2,0,0.0,Sunday,False,False,False,True
2023-01-15,S003,2,0,0.0,Sunday,False,False,False,False
2023-01-15,S004,2,0,0.0,Sunday,False,False,False,False
2023-01-15,S005,2,0,0.0,Sunday,False,False,False,False
2023-01-15,S006,2,0,0.0,Sunday,False,False,False,False
2023-01-16,S001,0,-8,14.8,Monday,False,False,False,False
2023-01-16,S002,0,-8,14.8,Monday,False,False,False,False
2023-01-16,S003,0,-8,14.8,Monday,False,False,False,False
2023-01-16,S004,0,-8,14.8,Monday,False,False,False,False
2023-01-16,S005,0,-8,14.8,Monday,False,False,False,False
2023-01-16,S006,0,-8,14.8,Monday,False,False,False,False
2023-01-17,S001,4,-1,2.2,Tuesday,False,False,False,False
2023-01-17,S002,4,-1,2.2,Tuesday,False,False,False,False
2023-01-17,S003,4,-1,2.2,Tuesday,False,False,False,False
2023-01-17,S004,4,-1,2.2,Tuesday,False,False,False,False
2023-01-17,S005,4,-1,2.2,Tuesday,False,False,False,False
2023-01-17,S006,4,-1,2.2,Tuesday,False,False,False,False
2023-01-18,S001,6,-1,3.7,Wednesday,False,False,False,False
2023-01-18,S002,6,-1,3.7,Wednesday,False,False,False,False
2023-01-18,S003,6,-1,3.7,Wednesday,False,False,False,False
2023-01-18,S004,6,-1,3.7,Wednesday,False,False,False,False
2023-01-18,S005,6,-1,3.7,Wednesday,False,False,False,False
2023-01-18,S006,6,-1,3.7,Wednesday,False,False,False,False
2023-01-19,S001,5,1,0.0,Thursday,False,False,False,False
2023-01-19,S002,5,1,0.0,Thursday,False,False,False,False
2023-01-19,S003,5,1,0.0,Thursday,False,False,False,False
2023-01-19,S004,5,1,0.0,Thursday,False,False,False,False
2023-01-19,S005,5,1,0.0,Thursday,False,False,False,False
2023-01-19,S006,5,1,0.0,Thursday,False,False,False,False
2023-01-20,S001,5,-4,0.0,Friday,False,False,False,False
2023-01-20,S002,5,-4,0.0,Friday,False,False,False,False
2023-01-20,S003,5,-4,0.0,Friday,False,False,False,False
2023-01-20,S004,5,-4,0.0,Friday,False,False,False,False
2023-01-20,S005,5,-4,0.0,Friday,False,False,False,False
2023-01-20,S006,5,-4,0.0,Friday,False,False,False,False
2023-01-21,S001,2,-5,4.8,Saturday,False,False,False,False
2023-01-21,S002,2,-5,4.8,Saturday,False,False,False,True
2023-01-21,S003,2,-5,4.8,Saturday,False,False,False,False
2023-01-21,S004,2,-5,4.8,Saturday,False,False,False,False
2023-01-21,S005,2,-5,4.8,Saturday,False,False,False,False
2023-01-21,S006,2,-5,4.8,Saturday,False,False,False,True
2023-01-22,S001,4,-3,0.0,Sunday,False,False,False,False
2023-01-22,S002,4,-3,0.0,Sunday,False,False,False,False
2023-01-22,S003,4,-3,0.0,Sunday,False,False,False,False
2023-01-22,S004,4,-3,0.0,Sunday,False,False,False,False
2023-01-22,S005,4,-3,0.0,Sunday,False,False,False,False
2023-01-22,S006,4,-3,0.0,Sunday,False,False,False,False
2023-01-23,S001,7,-2,0.0,Monday,False,False,False,False
2023-01-23,S002,7,-2,0.0,Monday,False,False,False,False
2023-01-23,S003,7,-2,0.0,Monday,False,False,False,False
2023-01-23,S004,7,-2,0.0,Monday,False,False,False,False
2023-01-23,S005,7,-2,0.0,Monday,False,False,False,False
2023-01-23,S006,7,-2,0.0,Monday,False,False,False,False
2023-01-24,S001,6,1,0.0,Tuesday,False,False,False,False
2023-01-24,S002,6,1,0.0,Tuesday,False,False,False,False
2023-01-24,S003,6,1,0.0,Tuesday,False,False,False,False
2023-01-24,S004,6,1,0.0,Tuesday,False,False,False,False
2023-01-24,S005,6,1,0.0,Tuesday,False,False,False,False
2023-01-24,S006,6,1,0.0,Tuesday,False,False,False,False
2023-01-25,S001,0,-1,0.0,Wednesday,False,False,False,False
2023-01-25,S002,0,-1,0.0,Wednesday,False,False,False,False
2023-01-25,S003,0,-1,0.0,Wednesday,False,False,False,False
2023-01-25,S004,0,-1,0.0,Wednesday,False,False,False,False
2023-01-25,S005,0,-1,0.0,Wednesday,False,False,False,False
2023-01-25,S006,0,-1,0.0,Wednesday,False,False,False,True
2023-01-26,S001,4,-6,0.0,Thursday,False,False,False,False
2023-01-26,S002,4,-6,0.0,Thursday,False,False,False,False
2023-01-26,S003,4,-6,0.0,Thursday,False,False,False,False
2023-01-26,S004,4,-6,0.0,Thursday,False,False,False,False
2023-01-26,S005,4,-6,0.0,Thursday,False,False,False,False
2023-01-26,S006,4,-6,0.0,Thursday,False,False,False,False
2023-01-27,S001,2,-2,1.2,Friday,False,False,False,True
2023-01-27,S002,2,-2,1.2,Friday,False,False,False,False
2023-01-27,S003,2,-2,1.2,Friday,False,False,False,False
2023-01-27,S004,2,-2,1.2,Friday,False,False,False,False
2023-01-27,S005,2,-2,1.2,Friday,False,False,False,False
2023-01-27,S006,2,-2,1.2,Friday,False,False,False,False
2023-01-28,S001,8,-8,0.0,Saturday,False,False,False,False
2023-01-28,S002,8,-8,0.0,Saturday,False,False,False,False
2023-01-28,S003,8,-8,0.0,Saturday,False,False,False,True
2023-01-28,S004,8,-8,0.0,Saturday,False,False,False,False
2023-01-28,S005,8,-8,0.0,Saturday,False,False,False,True
2023-01-28,S006,8,-8,0.0,Saturday,False,False,False,False
2023-01-29,S001,7,-5,0.0,Sunday,False,False,False,False
2023-01-29,S002,7,-5,0.0,Sunday,False,False,False,False
2023-01-29,S003,7,-5,0.0,Sunday,False,False,False,False
2023-01-29,S004,7,-5,0.0,Sunday,False,False,False,False
2023-01-29,S005,7,-5,0.0,Sunday,False,False,False,False
2023-01-29,S006,7,-5,0.0,Sunday,False,False,False,False
2023-01-30,S001,0,-4,0.4,Monday,False,False,False,False
2023-01-30,S002,0,-4,0.4,Monday,False,False,False,False
2023-01-30,S003,0,-4,0.4,Monday,False,False,False,False
2023-01-30,S004,0,-4,0.4,Monday,False,False,False,False
2023-01-30,S005,0,-4,0.4,Monday,False,False,False,False
2023-01-30,S006,0,-4,0.4,Monday,False,False,False,True
2023-01-31,S001,8,-5,11.6,Tuesday,False,False,False,False
2023-01-31,S002,8,-5,11.6,Tuesday,False,False,False,False
2023-01-31,S003,8,-5,11.6,Tuesday,False,False,False,True
2023-01-31,S004,8,-5,11.6,Tuesday,False,False,False,False
2023-01-31,S005,8,-5,11.6,Tuesday,False,False,False,False
2023-01-31,S006,8,-5,11.6,Tuesday,False,False,False,False
2023-02-01,S001,4,2,7.6,Wednesday,False,False,False,False
2023-02-01,S002,4,2,7.6,Wednesday,False,False,False,False
2023-02-01,S003,4,2,7.6,Wednesday,False,False,False,False
2023-02-01,S004,4,2,7.6,Wednesday,False,False,False,True
2023-02-01,S005,4,2,7.6,Wednesday,False,False,False,False
2023-02-01,S006,4,2,7.6,Wednesday,False,False,False,False
2023-02-02,S001,5,3,2.6,Thursday,False,False,False,False
2023-02-02,S002,5,3,2.6,Thursday,False,False,False,False
2023-02-02,S003,5,3,2.6,Thursday,False,False,False,False
2023-02-02,S004,5,3,2.6,Thursday,False,False,False,False
2023-02-02,S005,5,3,2.6,Thursday,False,False,False,False
2023-02-02,S006,5,3,2.6,Thursday,False,False,False,False
2023-02-03,S001,7,-4,3.7,Friday,False,False,False,False
2023-02-03,S002,7,-4,3.7,Friday,False,False,False,False
2023-02-03,S003,7,-4,3.7,Friday,False,False,False,False
2023-02-03,S004,7,-4,3.7,Friday,False,False,False,False
2023-02-03,S005,7,-4,3.7,Friday,False,False,False,False
2023-02-03,S006,7,-4,3.7,Friday,False,False,False,False
2023-02-04,S001,3,-8,0.0,Saturday,False,False,False,False
2023-02-04,S002,3,-8,0.0,Saturday,False,False,False,False
2023-02-04,S003,3,-8,0.0,Saturday,False,False,False,False
2023-02-04,S004,3,-8,0.0,Saturday,False,False,False,False
2023-02-04,S005,3,-8,0.0,Saturday,False,False,False,False
2023-02-04,S006,3,-8,0.0,Saturday,False,False,False,False
2023-02-05,S001,2,0,14.2,Sunday,False,False,False,True
2023-02-05,S002,2,0,14.2,Sunday,False,False,False,False
2023-02-05,S003,2,0,14.2,Sunday,False,False,False,False
2023-02-05,S004,2,0,14.2,Sunday,False,False,False,False
2023-02-05,S005,2,0,14.2,Sunday,False,False,False,False
2023-02-05,S006,2,0,14.2,Sunday,False,False,False,False
2023-02-06,S001,5,-1,0.0,Monday,False,True,False,True
2023-02-06,S002,5,-1,0.0,Monday,False,True,False,False
2023-02-06,S003,5,-1,0.0,Monday,False,True,False,False
2023-02-06,S004,5,-1,0.0,Monday,False,True,False,False
2023-02-06,S005,5,-1,0.0,Monday,False,True,False,False
2023-02-06,S006,5,-1,0.0,Monday,False,True,False,False
2023-02-07,S001,6,-3,0.0,Tuesday,False,True,False,False
2023-02-07,S002,6,-3,0.0,Tuesday,False,True,False,False
2023-02-07,S003,6,-3,0.0,Tuesday,False,True,False,False
2023-02-07,S004,6,-3,0.0,Tuesday,False,True,False,False
2023-02-07,S005,6,-3,0.0,Tuesday,False,True,False,False
2023-02-07,S006,6,-3,0.0,Tuesday,False,True,False,True
2023-02-08,S001,1,-3,8.0,Wednesday,False,True,False,False
2023-02-08,S002,1,-3,8.0,Wednesday,False,True,False,False
2023-02-08,S003,1,-3,8.0,Wednesday,False,True,False,False
2023-02-08,S004,1,-3,8.0,Wednesday,False,True,False,False
2023-02-08,S005,1,-3,8.0,Wednesday,False,True,False,False
2023-02-08,S006,1,-3,8.0,Wednesday,False,True,False,False
2023-02-09,S001,6,1,1.5,Thursday,False,True,False,False
2023-02-09,S002,6,1,1.5,Thursday,False,True,False,False
2023-02-09,S003,6,1,1.5,Thursday,False,True,False,False
2023-02-09,S004,6,1,1.5,Thursday,False,True,False,True
2023-02-09,S005,6,1,1.5,Thursday,False,True,False,False
2023-02-09,S006,6,1,1.5,Thursday,False,True,False,False
2023-02-10,S001,-2,0,14.2,Friday,False,True,False,False
2023-02-10,S002,-2,0,14.2,Friday,False,True,False,False
2023-02-10,S003,-2,0,14.2,Friday,False,True,False,True
2023-02-10,S004,-2,0,14.2,Friday,False,True,False,True
2023-02-10,S005,-2,0,14.2,Friday,False,True,False,False
2023-02-10,S006,-2,0,14.2,Friday,False,True,False,False
2023-02-11,S001,3,-6,0.0,Saturday,False,True,False,False
2023-02-11,S002,3,-6,0.0,Saturday,False,True,False,False
2023-02-11,S003,3,-6,0.0,Saturday,False,True,False,True
2023-02-11,S004,3,-6,0.0,Saturday,False,True,False,True
2023-02-11,S005,3,-6,0.0,Saturday,False,True,False,False
2023-02-11,S006,3,-6,0.0,Saturday,False,True,False,False
2023-02-12,S001,8,-8,12.2,Sunday,False,False,False,False
2023-02-12,S002,8,-8,12.2,Sunday,False,False,False,True
2023-02-12,S003,8,-8,12.2,Sunday,False,False,False,False
2023-02-12,S004,8,-8,12.2,Sunday,False,False,False,False
2023-02-12,S005,8,-8,12.2,Sunday,False,False,False,False
2023-02-12,S006,8,-8,12.2,Sunday,False,False,False,False
2023-02-13,S001,7,-5,0.0,Monday,False,False,False,False
2023-02-13,S002,7,-5,0.0,Monday,False,False,False,False
2023-02-13,S003,7,-5,0.0,Monday,False,False,False,False
2023-02-13,S004,7,-5,0.0,Monday,False,False,False,False
2023-02-13,S005,7,-5,0.0,Monday,False,False,False,False
2023-02-13,S006,7,-5,0.0,Monday,False,False,False,False
2023-02-14,S001,-2,1,0.0,Tuesday,False,False,False,True
2023-02-14,S002,-2,1,0.0,Tuesday,False,False,False,False
2023-02-14,S003,-2,1,0.0,Tuesday,False,False,False,False
2023-02-14,S004,-2,1,0.0,Tuesday,False,False,False,False
2023-02-14,S005,-2,1,0.0,Tuesday,False,False,False,True
2023-02-14,S006,-2,1,0.0,Tuesday,False,False,False,False
2023-02-15,S001,6,-7,6.1,Wednesday,False,False,False,False
2023-02-15,S002,6,-7,6.1,Wednesday,False,False,False,False
2023-02-15,S003,6,-7,6.1,Wednesday,False,False,False,True
2023-02-15,S004,6,-7,6.1,Wednesday,False,False,False,False
2023-02-15,S005,6,-7,6.1,Wednesday,False,False,False,False
2023-02-15,S006,6,-7,6.1,Wednesday,False,False,False,False
2023-02-16,S001,-1,2,4.0,Thursday,False,False,False,False
2023-02-16,S002,-1,2,4.0,Thursday,False,False,False,False
2023-02-16,S003,-1,2,4.0,Thursday,False,False,False,False
2023-02-16,S004,-1,2,4.0,Thursday,False,False,False,False
2023-02-16,S005,-1,2,4.0,Thursday,False,False,False,True
2023-02-16,S006,-1,2,4.0,Thursday,False,False,False,False
2023-02-17,S001,0,-4,0.0,Friday,False,False,False,True
2023-02-17,S002,0,-4,0.0,Friday,False,False,False,False
2023-02-17,S003,0,-4,0.0,Friday,False,False,False,False
2023-02-17,S004,0,-4,0.0,Friday,False,False,False,False
2023-02-17,S005,0,-4,0.0,Friday,False,False,False,False
2023-02-17,S006,0,-4,0.0,Friday,False,False,False,False
2023-02-18,S001,-1,-1,0.0,Saturday,False,False,False,False
2023-02-18,S002,-1,-1,0.0,Saturday,False,False,False,False
2023-02-18,S003,-1,-1,0.0,Saturday,False,False,False,False
2023-02-18,S004,-1,-1,0.0,Saturday,False,False,False,False
2023-02-18,S005,-1,-1,0.0,Saturday,False,False,False,True
2023-02-18,S006,-1,-1,0.0,Saturday,False,False,False,True
2023-02-19,S001,4,3,3.8,Sunday,False,False,False,True
2023-02-19,S002,4,3,3.8,Sunday,False,False,False,False
2023-02-19,S003,4,3,3.8,Sunday,False,False,False,False
2023-02-19,S004,4,3,3.8,Sunday,False,False,False,False
2023-02-19,S005,4,3,3.8,Sunday,False,False,False,False
2023-02-19,S006,4,3,3.8,Sunday,False,False,False,False
2023-02-20,S001,8,-4,0.0,Monday,False,False,False,False
2023-02-20,S002,8,-4,0.0,Monday,False,False,False,False
2023-02-20,S003,8,-4,0.0,Monday,False,False,False,False
2023-02-20,S004,8,-4,0.0,Monday,False,False,False,False
2023-02-20,S005,8,-4,0.0,Monday,False,False,False,False
2023-02-20,S006,8,-4,0.0,Monday,False,False,False,False
2023-02-21,S001,4,2,0.0,Tuesday,False,False,False,False
2023-02-21,S002,4,2,0.0,Tuesday,False,False,False,False
2023-02-21,S003,4,2,0.0,Tuesday,False,False,False,False
2023-02-21,S004,4,2,0.0,Tuesday,False,False,False,False
2023-02-21,S005,4,2,0.0,Tuesday,False,False,False,True
2023-02-21,S006,4,2,0.0,Tuesday,False,False,False,False
2023-02-22,S001,4,3,0.0,Wednesday,False,False,False,False
2023-02-22,S002,4,3,0.0,Wednesday,False,False,False,False
2023-02-22,S003,4,3,0.0,Wednesday,False,False,False,False
2023-02-22,S004,4,3,0.0,Wednesday,False,False,False,True
2023-02-22,S005,4,3,0.0,Wednesday,False,False,False,True
2023-02-22,S006,4,3,0.0,Wednesday,False,False,False,False
2023-02-23,S001,-1,-2,0.0,Thursday,False,False,False,False
2023-02-23,S002,-1,-2,0.0,Thursday,False,False,False,True
2023-02-23,S003,-1,-2,0.0,Thursday,False,False,False,False
2023-02-23,S004,-1,-2,0.0,Thursday,False,False,False,False
2023-02-23,S005,-1,-2,0.0,Thursday,False,False,False,True
2023-02-23,S006,-1,-2,0.0,Thursday,False,False,False,False
2023-02-24,S001,7,-1,0.0,Friday,False,False,False,False
2023-02-24,S002,7,-1,0.0,Friday,False,False,False,False
2023-02-24,S003,7,-1,0.0,Friday,False,False,False,False
2023-02-24,S004,7,-1,0.0,Friday,False,False,False,False
2023-02-24,S005,7,-1,0.0,Friday,False,False,False,False
2023-02-24,S006,7,-1,0.0,Friday,False,False,False,False
2023-02-25,S001,-1,-8,0.0,Saturday,False,False,False,False
2023-02-25,S002,-1,-8,0.0,Saturday,False,False,False,False
2023-02-25,S003,-1,-8,0.0,Saturday,False,False,False,False
2023-02-25,S004,-1,-8,0.0,Saturday,False,False,False,False
2023-02-25,S005,-1,-8,0.0,Saturday,False,False,False,False
2023-02-25,S006,-1,-8,0.0,Saturday,False,False,False,True
2023-02-26,S001,-1,-1,0.0,Sunday,False,False,False,False
2023-02-26,S002,-1,-1,0.0,Sunday,False,False,False,False
2023-02-26,S003,-1,-1,0.0,Sunday,False,False,False,False
2023-02-26,S004,-1,-1,0.0,Sunday,False,False,False,False
2023-02-26,S005,-1,-1,0.0,Sunday,False,False,False,False
2023-02-26,S006,-1,-1,0.0,Sunday,False,False,False,False
2023-02-27,S001,5,-1,8.3,Monday,False,False,False,False
2023-02-27,S002,5,-1,8.3,Monday,False,False,False,False
2023-02-27,S003,5,-1,8.3,Monday,False,False,False,False
2023-02-27,S004,5,-1,8.3,Monday,False,False,False,False
2023-02-27,S005,5,-1,8.3,Monday,False,False,False,False
2023-02-27,S006,5,-1,8.3,Monday,False,False,False,False
2023-02-28,S001,4,-3,0.0,Tuesday,False,False,False,False
2023-02-28,S002,4,-3,0.0,Tuesday,False,False,False,False
2023-02-28,S003,4,-3,0.0,Tuesday,False,False,False,False
2023-02-28,S004,4,-3,0.0,Tuesday,False,False,False,False
2023-02-28,S005,4,-3,0.0,Tuesday,False,False,False,False
2023-02-28,S006,4,-3,0.0,Tuesday,False,False,False,False
2023-03-01,S001,15,4,0.0,Wednesday,False,False,False,False
2023-03-01,S002,15,4,0.0,Wednesday,False,False,False,False
2023-03-01,S003,15,4,0.0,Wednesday,False,False,False,False
2023-03-01,S004,15,4,0.0,Wednesday,False,False,False,False
2023-03-01,S005,15,4,0.0,Wednesday,False,False,False,False
2023-03-01,S006,15,4,0.0,Wednesday,False,False,False,False
2023-03-02,S001,19,5,0.0,Thursday,False,False,False,False
2023-03-02,S002,19,5,0.0,Thursday,False,False,False,False
2023-03-02,S003,19,5,0.0,Thursday,False,False,False,True
2023-03-02,S004,19,5,0.0,Thursday,False,False,False,False
2023-03-02,S005,19,5,0.0,Thursday,False,False,False,False
2023-03-02,S006,19,5,0.0,Thursday,False,False,False,False
2023-03-03,S001,14,12,0.0,Friday,False,False,False,False
2023-03-03,S002,14,12,0.0,Friday,False,False,False,False
2023-03-03,S003,14,12,0.0,Friday,False,False,False,False
2023-03-03,S004,14,12,0.0,Friday,False,False,False,True
2023-03-03,S005,14,12,0.0,Friday,False,False,False,False
2023-03-03,S006,14,12,0.0,Friday,False,False,False,False
2023-03-04,S001,9,9,10.9,Saturday,False,False,False,True
2023-03-04,S002,9,9,10.9,Saturday,False,False,False,True
2023-03-04,S003,9,9,10.9,Saturday,False,False,False,False
2023-03-04,S004,9,9,10.9,Saturday,False,False,False,False
2023-03-04,S005,9,9,10.9,Saturday,False,False,False,True
2023-03-04,S006,9,9,10.9,Saturday,False,False,False,False
2023-03-05,S001,12,7,0.0,Sunday,False,False,False,False
2023-03-05,S002,12,7,0.0,Sunday,False,False,False,True
2023-03-05,S003,12,7,0.0,Sunday,False,False,False,False
2023-03-05,S004,12,7,0.0,Sunday,False,False,False,False
2023-03-05,S005,12,7,0.0,Sunday,False,False,False,False
2023-03-05,S006,12,7,0.0,Sunday,False,False,False,False
2023-03-06,S001,18,9,0.0,Monday,False,False,False,True
2023-03-06,S002,18,9,0.0,Monday,False,False,False,True
2023-03-06,S003,18,9,0.0,Monday,False,False,False,False
2023-03-06,S004,18,9,0.0,Monday,False,False,False,False
2023-03-06,S005,18,9,0.0,Monday,False,False,False,False
2023-03-06,S006,18,9,0.0,Monday,False,False,False,False
2023-03-07,S001,14,3,0.0,Tuesday,False,False,False,False
2023-03-07,S002,14,3,0.0,Tuesday,False,False,False,True
2023-03-07,S003,14,3,0.0,Tuesday,False,False,False,False
2023-03-07,S004,14,3,0.0,Tuesday,False,False,False,False
2023-03-07,S005,14,3,0.0,Tuesday,False,False,False,True
2023-03-07,S006,14,3,0.0,Tuesday,False,False,False,False
2023-03-08,S001,8,6,0.0,Wednesday,False,False,False,False
2023-03-08,S002,8,6,0.0,Wednesday,False,False,False,False
2023-03-08,S003,8,6,0.0,Wednesday,False,False,False,False
2023-03-08,S004,8,6,0.0,Wednesday,False,False,False,False
2023-03-08,S005,8,6,0.0,Wednesday,False,False,False,False
2023-03-08,S006,8,6,0.0,Wednesday,False,False,False,False
2023-03-09,S001,17,8,0.0,Thursday,False,False,False,False
2023-03-09,S002,17,8,0.0,Thursday,False,False,False,False
2023-03-09,S003,17,8,0.0,Thursday,False,False,False,True
2023-03-09,S004,17,8,0.0,Thursday,False,False,False,False
2023-03-09,S005,17,8,0.0,Thursday,False,False,False,False
2023-03-09,S006,17,8,0.0,Thursday,False,False,False,False
2023-03-10,S001,8,9,0.0,Friday,False,False,False,False
2023-03-10,S002,8,9,0.0,Friday,False,False,False,False
2023-03-10,S003,8,9,0.0,Friday,False,False,False,False
2023-03-10,S004,8,9,0.0,Friday,False,False,False,False
2023-03-10,S005,8,9,0.0,Friday,False,False,False,False
2023-03-10,S006,8,9,0.0,Friday,False,False,False,False
2023-03-11,S001,14,6,0.0,Saturday,False,False,False,False
2023-03-11,S002,14,6,0.0,Saturday,False,False,False,False
2023-03-11,S003,14,6,0.0,Saturday,False,False,False,False
2023-03-11,S004,14,6,0.0,Saturday,False,False,False,True
2023-03-11,S005,14,6,0.0,Saturday,False,False,False,False
2023-03-11,S006,14,6,0.0,Saturday,False,False,False,False
2023-03-12,S001,12,6,10.0,Sunday,False,False,False,False
2023-03-12,S002,12,6,10.0,Sunday,False,False,False,True
2023-03-12,S003,12,6,10.0,Sunday,False,False,False,False
2023-03-12,S004,12,6,10.0,Sunday,False,False,False,False
2023-03-12,S005,12,6,10.0,Sunday,False,False,False,False
2023-03-12,S006,12,6,10.0,Sunday,False,False,False,False
2023-03-13,S001,19,9,0.0,Monday,False,False,False,False
2023-03-13,S002,19,9,0.0,Monday,False,False,False,False
2023-03-13,S003,19,9,0.0,Monday,False,False,False,False
2023-03-13,S004,19,9,0.0,Monday,False,False,False,False
2023-03-13,S005,19,9,0.0,Monday,False,False,False,False
2023-03-13,S006,19,9,0.0,Monday,False,False,False,False
2023-03-14,S001,12,12,0.0,Tuesday,False,False,False,False
2023-03-14,S002,12,12,0.0,Tuesday,False,False,False,False
2023-03-14,S003,12,12,0.0,Tuesday,False,False,False,True
2023-03-14,S004,12,12,0.0,Tuesday,False,False,False,True
2023-03-14,S005,12,12,0.0,Tuesday,False,False,False,False
2023-03-14,S006,12,12,0.0,Tuesday,False,False,False,True
